geo
"[40.738, -73.999]"
"[33.80265742, -118.25850959]"
"[29.81096903, -95.42354577]"
"[32.3364949, -110.9783545]"
"[39.7319, -90.2344]"
"[39.5, -111.5]"
"[40.72505, -73.253057]"
"[32.57124, -81.1823299]"
"[40.7070099, -74.0035599]"
"[42.08272376, -72.56546371]"
"[37.86324126, -122.27268236]"
"[37.8971, -121.2836]"
"[26.3687, -80.1001]"
"[34.0221, -118.481]"
"[36.3572083, -82.3958206]"
"[38.9647, -76.7445]"
"[43.015059, -88.1974148]"
"[37.49376094, -122.21409684]"
"[33.960738, -118.329421]"
"[42.34001, -83.05735]"
"[43.65533, -79.4145]"
"[37.6723854, -77.457921]"
"[35.05715, -89.8919]"
"[36.2114, -81.6687]"
"[40.6897596, -73.8439556]"
"[40.77274259, -73.972216]"
"[30.152928, -95.47350884]"
"[41.605823, -87.84958]"
"[25.78166, -80.13036]"
"[33.8733, -79.75238]"
"[28.66866, -81.41823]"
"[40.7142, -74.0064]"
"[35.71527778, -79.81305556]"
"[40.6849626, -80.1071379]"
"[37.49607676, -122.21310495]"
"[30.44463661, -91.1317742]"
"[42.58814, -72.6014]"
"[34.11722, -118.26223]"
"[38.04, -121.249]"
"[27.4882, -82.5777]"
"[25.804, -80.199]"
"[35.0667, -78.9176]"
"[30.6795, -88.1033]"
"[40.75511247, -73.99131956]"
"[43.8667, -79.2667]"
"[37.76154596, -122.24538162]"
"[39.4685021, -87.4051217]"
"[34.1216099, -118.05579]"
"[33.79955209, -117.8834589]"
"[29.875016, -92.218675]"
"[34.03991512, -118.19641113]"
"[44.2589486, -88.366454]"
"[40.7127837, -74.0059413]"
"[33.4639, -86.7319]"
"[40.4313474, -80.0505398]"
"[28.09469178, -82.74558943]"
"[32.79512, -96.8161499]"
"[29.7606713, -95.3673653]"
"[47.2747192, -122.459549]"
"[33.7489, -84.3881]"
"[39.24222222, -121.05444444]"
"[38.74021289, -77.06092608]"
"[34.09762, -118.34993]"
"[40.65628141, -73.93874469]"
"[40.00939877, -85.98663903]"
"[41.1144, -74.0478]"
"[34.276208, -79.861486]"
"[37.47361111, -84.51194444]"
"[33.8041, -118.158]"
"[36.8345, -76.0872]"
"[41.8369, -87.6844]"
"[42.4148, -89.0105]"
"[25.540505, -103.460398]"
"[39.985, -77.04666667]"
"[36.12083333, -115.17222222]"
"[36.10761739, -115.17623895]"
"[39.7347978, -121.8590055]"
"[41.0339862, -73.7629097]"
"[30.3321838, -81.655651]"
"[33.80696594, -117.91930676]"
"[25.540505, -103.460398]"
"[33.92481043, -118.32739905]"
"[33.94749598, -118.33983252]"
"[36.1539816, -95.992775]"
"[29.75154405, -95.36194528]"
"[40.69018677, -74.3040447]"
"[42.03854122, -70.85499186]"
"[41.8369, -87.6844]"
"[43.75477809, -79.35011024]"
"[36.08250036, -115.14687196]"
"[39.3154411, -76.7466965]"
"[43.1231099, -79.24232]"
"[40.0, -74.5]"
"[28.41143, -81.46176]"
"[34.1867, -118.448]"
"[41.97, -87.66]"
"[33.89361111, -118.30777778]"
"[40.7207559, -74.0007613]"
"[32.9756415, -96.8899636]"
"[41.2956, -73.8086]"
"[40.7142, -74.0064]"
"[30.2672, -97.7639]"
"[28.36901, -81.4276299]"
"[40.1932, -85.3882]"
"[34.03591544, -118.23287488]"
"[39.94968, -75.14598]"
"[37.1276, -80.5695]"
"[39.0, -76.7]"
"[43.0291599, -83.6702349]"
"[33.7982785, -84.41035031]"
"[38.89816034, -77.02109447]"
"[30.2672, -97.7639]"
"[45.52873607, -122.66274632]"
"[24.1405, -110.312]"
"[34.10126, -118.3285]"
"[32.88559, -97.09724]"
"[40.1142807, -82.943222]"
"[40.994542, -73.8787461]"
"[41.23555556, -80.75805556]"
"[43.6673, -79.2971]"
"[38.90030693, -76.98907275]"
"[37.50303604, -77.64656194]"
"[38.04, -121.249]"
"[37.75378922, -122.42070872]"
"[34.04717034, -118.3462658]"
"[34.57457664, -86.98241378]"
"[31.7993968, -85.95632267]"
"[33.9938151, -117.67626064]"
"[27.94843704, -82.33554873]"
"[41.29103196, -72.96160895]"
"[32.85377, -117.119744]"
"[34.07294034, -118.35665435]"
"[39.7507206, -121.6193031]"
"[35.22694444, -80.84333333]"
"[39.1031182, -84.5120196]"
"[37.9715592, -87.5710898]"
"[37.9353, -121.71]"
"[45.1434192, -74.4987654]"
"[26.03448503, -80.19887006]"
"[39.6837, -83.9381]"
"[37.8044, -122.271]"
"[34.09, -118.37]"
"[37.5, -79.0]"
"[36.1809, -86.786]"
"[33.6504, -117.745]"
"[28.41143, -81.46176]"
"[42.3578, -71.0617]"
"[37.775, -122.418]"
"[42.91609294, -71.36294366]"
"[40.72505, -73.253057]"
"[39.2037144, -76.8610462]"
"[42.732535, -84.5555347]"
"[42.3459271, -71.5522874]"
"[30.68705292, -88.03687585]"
"[30.26708442, -97.73980243]"
"[43.3833, -80.3167]"
"[42.9896, -81.2505]"
"[43.7573, -87.7131]"
"[38.5540597, -121.53865635]"
"[29.72418314, -95.61990397]"
"[35.2086, -97.4458]"
"[43.65004, -79.43391]"
"[33.52833333, -112.07638889]"
"[32.9017487, -97.3222046]"
"[38.5631104, -120.9649582]"
"[36.175, -115.136]"
"[36.175, -115.136]"
"[45.522769, -122.672266]"
"[40.75666667, -73.99111111]"
"[36.1259647, -83.51642448]"
"[45.470064, -122.652989]"
"[40.7078, -74.0119]"
"[34.08333, -118.44778]"
"[39.9537358, -74.1979458]"
"[44.9759, -93.2545]"
"[28.4395606, -81.311582]"
"[44.9759, -93.2545]"
"[25.79598356, -80.37469582]"
"[25.96396396, -80.24311541]"
"[47.608376, -122.340256]"
"[26.27112255, -80.29203087]"
"[33.77355637, -84.66315877]"
"[33.84107194, -84.37515928]"
"[25.5113126, -80.40617996]"
"[40.75451, -73.98661]"
"[38.4417382, -90.3881739]"
"[41.4997, -73.9825]"
"[40.689365, -84.12509781]"
"[34.13767425, -118.35439145]"
"[40.76916667, -73.96555556]"
"[36.501896, -121.937488]"
"[39.79707, -89.66385]"
"[40.76416311, -102.04052256]"
"[32.9862, -96.9004]"
"[37.2089572, -93.2922989]"
"[35.3667, -119.039]"
"[34.2661, -116.392]"
"[43.77, -88.45]"
"[40.68706, -73.99093]"
"[25.45747192, -100.97512722]"
"[40.74900325, -73.98559478]"
"[41.8369, -87.6844]"
"[32.707403, -97.190324]"
"[37.781157, -122.39872]"
"[40.37213301, -105.52335133]"
"[36.4841391, -82.6046115]"
"[45.45428304, -98.457336]"
"[29.170141, -110.91069017]"
"[42.22805556, -71.54277778]"
"[25.813, -80.1341]"
"[38.87641, -76.77475]"
"[34.725, -83.3703]"
"[41.97711632, -87.65535922]"
"[38.92352629, -77.22455929]"
"[39.85174728, -75.06922221]"
"[37.54209885, -79.07686342]"
"[37.80028889, -122.41018333]"
"[34.0522, -118.243]"
"[37.3813444, -122.1802812]"
"[25.67872005, -100.28833151]"
"[40.80062106, -124.16481972]"
"[41.302, -95.89366667]"
"[42.34095716, -83.05421591]"
"[29.95161622, -90.06530064]"
"[38.8991, -77.029]"
"[43.0877824, -79.07565119]"
"[34.24671664, -118.27770762]"
"[40.7142, -74.0064]"
"[38.8991, -77.029]"
"[37.7704499, -122.40499]"
"[38.8991, -77.029]"
"[36.275794, -115.01292106]"
"[34.0508369, -118.263032]"
"[40.7142, -74.0064]"
"[38.8991, -77.029]"
"[40.0, -74.5]"
"[43.0672, -76.1175]"
"[25.6156118, -80.30642574]"
"[38.92352629, -77.22455929]"
"[26.273, -80.18386]"
"[40.7207559, -74.0007613]"
"[34.06898, -118.40396]"
"[33.51594101, -117.18024015]"
"[33.2116, -117.326]"
"[36.540593, -87.2396603]"
"[37.7601083, -122.4189032]"
"[34.01367, -118.28649]"
"[34.7063093, -92.4049521]"
"[31.68443628, -106.40754229]"
"[29.47420912, -98.36333125]"
"[36.1028, -80.2605]"
"[42.1976, -83.1926]"
"[43.15885, -79.24486]"
"[41.882582, -87.6376]"
"[40.43951267, -79.9467963]"
"[32.7833, -96.8]"
"[38.75000369, -90.20522708]"
"[40.77436155, -74.32417698]"
"[34.0976799, -118.35541]"
"[34.0522, -118.243]"
"[43.14388219, -88.00461539]"
"[37.3779517, -122.1146606]"
"[47.68554763, -122.3366981]"
"[40.7435, -74.0336]"
"[45.5, -73.5833]"
"[28.05486447, -80.5508533]"
"[43.608462, -116.278299]"
"[33.54, -84.36]"
"[29.44736257, -100.11108913]"
"[35.5907, -86.354]"
"[38.5487419, -121.7256953]"
"[25.5113126, -80.40617996]"
"[34.0522, -118.243]"
"[43.7032075, -79.360513]"
"[40.44694706, -101.25]"
"[43.7032075, -79.360513]"
"[42.73730472, -84.54161882]"
"[33.77355637, -84.66315877]"
"[41.7606321, -88.1437782]"
"[39.53812461, -75.05923156]"
"[32.3293111, -96.6252679]"
"[29.4422102, -95.4333474]"
"[29.88342, -97.9404]"
"[33.47493, -117.71992]"
"[31.8033, -97.0994]"
"[42.392698, -71.5943864]"
"[37.5383, -77.4615]"
"[41.8369, -87.6844]"
"[37.9743532, -100.835895]"
"[37.3542, -120.603]"
"[25.5113126, -80.40617996]"
"[37.39, -122.08]"
"[41.5723305, -81.5149002]"
"[38.3915, -75.0697]"
"[39.0, -76.7]"
"[47.68572629, -122.33720298]"
"[34.276208, -79.861486]"
"[39.7348078, -121.858987]"
"[33.57538174, -84.59958077]"
"[35.1107, -106.61]"
"[40.5977675, -73.9679698]"
"[39.18934564, -76.84080025]"
"[42.1250929, -72.749538]"
"[40.45674, -79.93033]"
"[29.16941, -95.4318847]"
"[44.4734019, -70.85695812]"
"[25.565935, -103.426157]"
"[34.0522, -118.243]"
"[39.4527127, -76.30566432]"
"[25.95735013, -80.23753166]"
"[37.77492, -122.40153]"
"[40.90779, -74.10468]"
"[47.6, -122.33]"
"[33.7489, -84.3881]"
"[40.66663, -75.39617]"
"[33.46131149, -117.69555124]"
"[40.7142, -74.0064]"
"[38.882584, -77.1124701]"
"[36.7698666, -108.1662605]"
"[35.22694444, -80.84333333]"
"[28.5999998, -81.3392352]"
"[25.72275772, -100.22807926]"
"[34.2805494, -119.2925928]"
"[25.824385, -80.190711]"
"[34.1898566, -118.451357]"
"[43.7166, -79.3407]"
"[34.07314, -117.204001]"
"[41.6487, -90.5815]"
"[37.954892, -121.28981]"
"[25.6714, -100.309]"
"[35.7908803, -86.40049851]"
"[34.0522, -118.243]"
"[40.7660742, -73.9954673]"
"[28.3756625, -81.5494125]"
"[39.03054439, -75.50445578]"
"[47.85668327, -122.28933776]"
"[36.165, -86.78388889]"
"[31.0, -92.0]"
"[47.8040624, -122.3735496]"
"[38.04, -121.249]"
"[47.68587737, -122.33723357]"
"[41.572823, -87.8018749]"
"[30.4142, -91.1845]"
"[40.87075, -74.82526]"
"[47.68, -122.21]"
"[39.7392, -104.984]"
"[39.01914122, -76.76012723]"
"[38.8991, -77.029]"
"[38.8991, -77.029]"
"[27.49525, -82.62938]"
"[38.8991, -77.029]"
"[45.52, -122.682]"
"[40.7107699, -73.93655]"
"[34.06360599, -118.13314418]"
"[38.54971465, -90.41546193]"
"[30.35391976, -97.61365774]"
"[40.57085543, -111.89549456]"
"[32.5359, -97.3273]"
"[42.4682777, -83.3886073]"
"[33.7489, -84.3881]"
"[33.41471, -111.83447]"
"[34.09833336, -118.33067158]"
"[34.0221, -118.481]"
"[39.7595, -104.986]"
"[32.81129439, -117.26173289]"
"[41.9196, -87.6774]"
"[25.64182403, -100.33320432]"
"[41.89972222, -87.65]"
"[41.13976916, -85.07955281]"
"[40.72921, -73.99177]"
"[41.6, -71.25]"
"[31.54776357, -87.8855985]"
"[41.9196, -87.6774]"
"[40.7142, -74.0064]"
"[30.3066101, -97.7451401]"
"[40.7142, -74.0064]"
"[37.775, -122.418]"
"[28.36901, -81.4276299]"
"[38.9647, -76.7445]"
"[40.7878, -74.0143]"
"[37.95477642, -121.2901851]"
"[37.95477642, -121.2901851]"
"[40.7207559, -74.0007613]"
"[43.55576906, -79.58590845]"
"[32.768229, -117.16555771]"
"[40.76931304, -73.52239609]"
"[42.37204, -71.05935]"
"[40.65, -73.95]"
"[36.807319, -95.623065]"
"[32.907429, -97.095161]"
"[39.7739, -104.978]"
"[47.685747, -122.336934]"
"[45.523032, -122.673315]"
"[37.813448, -122.293408]"
"[36.10689, -115.1861]"
"[42.94133, -83.28965]"
"[39.39888, -74.55288]"
"[33.4192, -117.619]"
"[34.20046459, -118.55500897]"
"[32.22166667, -110.92638889]"
"[40.7142, -74.0064]"
"[34.8162761, -82.31798972]"
"[32.715738, -117.1610838]"
"[26.5281, -80.0764]"
"[42.3262, -89.0257]"
"[47.62251, -122.3339]"
"[39.726303, -104.856808]"
"[40.43922, -79.9905]"
"[43.1411043, -77.5526945]"
"[33.8041, -118.158]"
"[33.90417, -84.36859]"
"[42.9832, -85.9446]"
"[39.29754275, -76.61566973]"
"[45.539, -122.868]"
"[41.5914192, -87.6360397]"
"[41.8369, -87.6844]"
"[39.985, -77.04666667]"
"[37.40322, -121.96985]"
"[42.650347, -73.759688]"
"[34.0951, -117.77]"
"[25.98866055, -80.11828552]"
"[43.01520108, -79.26259081]"
"[47.68543624, -122.33610227]"
"[29.2073, -81.0379]"
"[34.28396819, -118.71896]"
"[39.9545057, -75.1650361]"
"[28.26157257, -81.62745317]"
"[40.75492123, -73.70066802]"
"[33.7644252, -84.3500481]"
"[33.8041, -118.158]"
"[41.6601715, -86.1721725]"
"[37.56473, -77.46889]"
"[33.03, -97.06]"
"[33.0198431, -96.6988856]"
"[37.9642529, -91.8318334]"
"[32.5656252, -115.3519086]"
"[36.7698666, -108.1662605]"
"[33.80780328, -117.87647909]"
"[43.6819795, -79.61551815]"
"[40.75873044, -73.97910186]"
"[25.7877, -80.2241]"
"[33.75624552, -84.40270347]"
"[38.7402336, -77.06099018]"
"[32.92621312, -96.8889743]"
"[45.6337, -122.603]"
"[40.6755, -73.872125]"
"[40.6755, -73.872125]"
"[25.51146527, -80.40674006]"
"[40.6755, -73.872125]"
"[40.6885, -74.1879]"
"[40.6885, -74.1879]"
"[40.453586, -74.27277]"
"[40.453586, -74.27277]"
"[40.74205, -73.97449]"
"[34.2627, -116.845]"
"[34.06893124, -118.40253855]"
"[32.53656615, -94.72243128]"
"[40.72545, -73.99675]"
"[36.916721, -76.194587]"
"[40.72639, -73.98642]"
"[41.87271102, -87.6292457]"
"[33.2065, -87.5346]"
"[34.0522, -118.243]"
"[36.778261, -119.4179324]"
"[39.092159, -76.855059]"
"[35.2626635, -77.5816353]"
"[37.5715, -77.43563]"
"[44.8817, -72.9433]"
"[30.0799, -94.1267]"
"[40.0, -75.10208063]"
"[42.56239833, -83.18394317]"
"[34.09048, -118.36716]"
"[25.79221539, -80.19115642]"
"[41.156, -111.922]"
"[40.757301, -73.968045]"
"[40.75492123, -73.70066802]"
"[33.65816151, -84.49666811]"
"[34.1013939, -118.342741]"
"[37.95494202, -121.29021183]"
"[28.05925973, -82.40662272]"
"[41.90461452, -87.71417289]"
"[25.7890516, -80.1401835]"
"[33.43611, -111.9096]"
"[35.10959, -106.56724]"
"[41.56756757, -87.42007066]"
"[37.62065664, -77.47120917]"
"[36.89991062, -86.45156845]"
"[41.49932, -81.6943605]"
"[40.80062106, -124.16481972]"
"[40.69973923, -74.06933069]"
"[30.27182773, -97.75407002]"
"[34.0522, -118.243]"
"[44.98111, -93.27121]"
"[42.25691337, -77.78758343]"
"[35.0853336, -106.6055534]"
"[43.6467, -79.4083]"
"[41.43160563, -74.16784348]"
"[39.11479, -84.51712]"
"[43.69553452, -79.45126911]"
"[43.0401, -73.8579]"
"[40.7207559, -74.0007613]"
"[38.85436428, -94.78106319]"
"[32.61034, -85.44906]"
"[25.80515, -80.12412]"
"[34.27626, -79.861402]"
"[34.4208305, -119.6981901]"
"[38.9085, -77.0316]"
"[37.04603541, -80.78996391]"
"[40.73405, -73.9889199]"
"[40.0, -74.5]"
"[27.7706, -82.6794]"
"[25.4848, -100.971]"
"[29.4422102, -95.4333474]"
"[42.3493463, -71.0469856]"
"[34.050411, -118.21195]"
"[30.2677, -97.74627]"
"[33.89666667, -118.225]"
"[40.75795, -73.97535]"
"[30.2672, -97.7639]"
"[38.54971465, -90.41546193]"
"[36.1776378, -115.1780224]"
"[39.9142785, -86.1094238]"
"[38.79963906, -77.488796]"
"[41.43160105, -74.16794091]"
"[38.89801033, -77.00625982]"
"[25.7877, -80.2241]"
"[40.1797, -74.0244]"
"[28.66659375, -81.37740157]"
"[40.5, -82.5]"
"[33.10328, -96.80491]"
"[42.34644, -71.08528]"
"[41.92180986, -87.64876019]"
"[41.94326, -87.66425]"
"[33.76945, -118.19085]"
"[36.11338942, -115.16988086]"
"[40.7142, -74.0064]"
"[35.0667, -78.9176]"
"[37.7954033, -122.3938169]"
"[34.05, -117.75]"
"[36.6, -121.891]"
"[40.6338, -74.2499]"
"[41.84985519, -87.76710852]"
"[33.6147846, -117.637617]"
"[36.1600013, -115.2916749]"
"[32.22166667, -110.92638889]"
"[28.41611111, -81.56777778]"
"[29.59979073, -98.27891842]"
"[34.1216099, -118.05579]"
"[34.04457324, -118.26603175]"
"[42.3578, -71.0617]"
"[36.1313, -95.9373]"
"[29.4241219, -98.4936282]"
"[36.1061525, -115.1744604]"
"[29.74853018, -95.38980638]"
"[33.7489954, -84.3879824]"
"[40.7114, -74.0647]"
"[38.04, -121.249]"
"[33.8363299, -84.37742]"
"[41.06915, -80.05145]"
"[39.943463, -82.00862]"
"[47.61613293, -122.33962984]"
"[43.2460327, -79.0927734]"
"[36.16889222, -115.13902545]"
"[33.809466, -117.918916]"
"[32.73262167, -117.19831007]"
"[40.20621365, -79.56629276]"
"[25.8433674, -80.4326521]"
"[34.0522, -118.243]"
"[26.158469, -80.3255512]"
"[44.17058, -79.6041599]"
"[39.71483513, -86.29715186]"
"[33.50242931, -112.24436281]"
"[39.998, -75.1448]"
"[32.47619382, -116.94343102]"
"[34.04312, -118.26711]"
"[41.1585, -95.9341]"
"[35.05715, -89.8919]"
"[40.44096, -80.00201]"
"[34.14951287, -78.09388876]"
"[33.9032486, -84.46694957]"
"[43.59827208, -79.75931056]"
"[34.25236803, -118.5414968]"
"[34.276242, -79.861417]"
"[45.5, -73.5833]"
"[39.077006, -76.5460188]"
"[37.6369, -118.979]"
"[32.7184, -117.168]"
"[39.6358, -106.363]"
"[32.9072294, -96.8054615]"
"[40.7142, -74.0064]"
"[38.34760542, -122.70837322]"
"[25.540505, -103.460398]"
"[42.624733, -87.837151]"
"[37.49398112, -122.21325456]"
"[32.7153, -117.156]"
"[40.7660016, -73.9765709]"
"[38.82076, -77.09613]"
"[45.3045, -97.8193]"
"[39.92, -75.4]"
"[36.165, -86.78388889]"
"[40.7042, -73.9178]"
"[40.79283809, -73.94119644]"
"[39.24222222, -121.05444444]"
"[40.7127837, -74.0059413]"
"[34.11904122, -78.0708985]"
"[42.33014, -83.04714]"
"[43.6110191, -116.2070313]"
"[44.85488274, -93.24054772]"
"[42.5, -83.19]"
"[42.61, -83.94]"
"[42.3, -83.6]"
"[36.165, -86.78388889]"
"[28.115, -80.6319]"
"[41.886, -87.7903]"
"[25.747, -80.3369]"
"[44.5, -89.5]"
"[34.13828579, -118.35499795]"
"[37.8015818, -122.2720879]"
"[33.522739, -86.773337]"
"[37.48676113, -122.18122077]"
"[38.93, -83.87]"
"[32.0289398, -81.1101603]"
"[32.2303, -110.946]"
"[36.165, -86.78388889]"
"[34.09799334, -118.33866453]"
"[34.09799334, -118.33866453]"
"[40.798889, -81.375278]"
"[25.813, -80.1341]"
"[29.75210639, -95.35446586]"
"[35.0667, -78.9176]"
"[42.334, -71.1051]"
"[35.3732921, -119.0187125]"
"[41.6828074, -88.3514596]"
"[35.7225, -79.1767]"
"[40.7070045, -74.0035553]"
"[37.801878, -122.41018]"
"[34.3219178, -89.2048482]"
"[40.2312, -75.1158]"
"[39.7909, -86.1477]"
"[33.666149, -117.892588]"
"[41.8369, -87.6844]"
"[33.5726113, -84.4132594]"
"[33.85323858, -117.84412977]"
"[29.75154405, -95.36194528]"
"[39.3422, -120.204]"
"[40.4406365, -104.99065164]"
"[37.945, -122.31361111]"
"[35.61322, -97.55864667]"
"[37.48365806, -122.17007875]"
"[34.136179, -118.353521]"
"[43.22063191, -77.72013556]"
"[40.808666, -73.107856]"
"[47.61581, -122.19038]"
"[42.273, -87.9972]"
"[40.869432, -74.169076]"
"[40.869432, -74.169076]"
"[40.869432, -74.169076]"
"[40.869432, -74.169076]"
"[40.808666, -73.107856]"
"[33.87232752, -84.36854644]"
"[42.2047619, -83.4852133]"
"[40.68258286, -73.99324266]"
"[38.5061958, -90.3847734]"
"[33.45027778, -112.255]"
"[34.06932686, -117.26265691]"
"[27.91, -82.35]"
"[40.7142, -74.0064]"
"[42.46113, -71.3486099]"
"[42.28089964, -83.7472779]"
"[40.745278, -74.002222]"
"[40.74817306, -73.985689]"
"[37.54072935, -121.9748084]"
"[40.77774311, -73.94663301]"
"[40.7142, -74.0064]"
"[40.7142, -74.0064]"
"[32.022246, -81.11244]"
"[33.2, -117.38]"
"[41.25997, -95.92962]"
"[40.74527778, -74.00222222]"
"[43.784139, -88.35751176]"
"[33.4360591, -111.99921964]"
"[38.89816034, -77.02109447]"
"[41.87175239, -86.37112413]"
"[30.3781, -97.78014]"
"[41.49662625, -81.68798974]"
"[33.1444, -116.133]"
"[41.95319, -87.73964]"
"[32.53254, -93.72016]"
"[41.6517, -91.5208]"
"[33.47969, -112.0733]"
"[41.0191167, -76.79413916]"
"[32.73554021, -117.14988249]"
"[38.04, -121.249]"
"[36.12083333, -115.17222222]"
"[40.7142, -74.0064]"
"[42.70772947, -84.47996832]"
"[29.7058, -96.5461]"
"[28.358333, -81.558889]"
"[39.70657663, -77.32487906]"
"[30.72066, -81.54891]"
"[35.9197266, -86.8255805]"
"[41.43160379, -74.16785794]"
"[41.06663326, -119.00011414]"
"[42.3393, -71.09452]"
"[41.6569, -91.53125]"
"[34.06625, -118.408585]"
"[42.8924, -78.87187]"
"[44.8041322, -93.1668858]"
"[45.5230622, -122.6764816]"
"[38.8048355, -77.0469214]"
"[29.95203, -90.07256]"
"[36.175, -115.136]"
"[46.61821861, -117.16156448]"
"[25.79522, -80.23433]"
"[40.7612, -111.89]"
"[43.038449, -87.917593]"
"[37.48882331, -122.17710778]"
"[35.625556, -78.328611]"
"[44.5628327, -123.27917576]"
"[34.13495906, -118.3529985]"
"[47.035964, -122.904799]"
"[47.4420565, -122.2601518]"
"[40.7042, -73.9178]"
"[38.5, -92.5]"
"[30.35391976, -97.61365774]"
"[47.035964, -122.904799]"
"[37.1164161, -93.29812355]"
"[29.7629, -95.3832]"
"[30.2672, -97.7639]"
"[39.9833, -75.1826]"
"[34.0522, -118.243]"
"[34.07218088, -118.35842445]"
"[40.7531899, -73.98897]"
"[30.2185364, -81.6108627]"
"[47.035964, -122.904799]"
"[40.4511414, -80.1311188]"
"[25.84797721, -80.16809468]"
"[40.8403636, -74.276654]"
"[35.5, -80.0]"
"[40.7238499, -74.1652408]"
"[37.48013102, -122.16633534]"
"[25.79221539, -80.19115642]"
"[37.95491015, -121.29261238]"
"[34.769996, -92.338533]"
"[38.258899, -121.305015]"
"[34.11922, -118.1938]"
"[36.0, -86.0]"
"[32.20967, -98.66973]"
"[33.80780328, -117.87647909]"
"[43.6534504, -110.71791887]"
"[34.6272, -79.0119]"
"[41.20147, -80.73428]"
"[39.7392358, -104.990251]"
"[43.6647, -79.4208]"
"[29.87930013, -90.05022788]"
"[40.76805556, -73.98194444]"
"[37.779212, -122.41853]"
"[32.0289398, -81.1101603]"
"[34.09813, -83.76285]"
"[43.15869994, -89.29108523]"
"[34.13655753, -118.35588455]"
"[42.33168, -83.048]"
"[36.8345, -76.0872]"
"[46.0039, -112.534]"
"[47.25523, -122.4386]"
"[39.9352391, -76.6922989]"
"[34.20530863, -118.22775503]"
"[41.910371, -87.669147]"
"[37.6878, -97.32662]"
"[43.0943, -79.0377]"
"[25.43, -100.99]"
"[40.88785286, -81.59724317]"
"[28.37483, -81.51171]"
"[33.7489, -84.3881]"
"[47.20183075, -122.57280223]"
"[39.8018661, -75.0995313]"
"[38.85555441, -76.91083663]"
"[37.8015818, -122.2720879]"
"[45.52, -122.682]"
"[35.7219, -83.4993]"
"[41.9502028, -87.6638991]"
"[32.3512601, -95.3010624]"
"[40.73003, -74.0030699]"
"[33.7494905, -84.332415]"
"[33.7494905, -84.332415]"
"[34.12753236, -118.21166786]"
"[41.5723305, -81.5149002]"
"[41.5099, -81.57972]"
"[30.45101, -84.30378]"
"[45.5351649, -122.6509688]"
"[37.78583939, -122.40507383]"
"[38.62805556, -77.08166667]"
"[41.6484, -72.7727]"
"[32.836094, -96.79524]"
"[37.498081, -122.496157]"
"[40.75800148, -73.97690982]"
"[30.412, -88.9278]"
"[38.8991, -77.029]"
"[33.84807, -84.35957]"
"[34.13642624, -118.35522706]"
"[29.75154405, -95.36194528]"
"[42.09185202, -71.26721239]"
"[35.22442, -80.84831]"
"[40.712476, -74.008159]"
"[42.89, -78.88]"
"[36.0615, -94.1782]"
"[39.70967487, -75.11879102]"
"[40.3499, -75.9795]"
"[29.7604267, -95.3698028]"
"[42.7070354, -71.1631137]"
"[36.85035882, -119.71473627]"
"[40.7660016, -73.9765709]"
"[40.0552, -75.18686]"
"[38.67672, -77.26408]"
"[25.7731995, -80.1923089]"
"[42.3702137, -71.0388601]"
"[37.781157, -122.39872]"
"[38.43279508, -122.7013598]"
"[33.7311991, -111.8529473]"
"[38.93, -83.87]"
"[47.68411336, -122.35539391]"
"[39.85174728, -75.06922221]"
"[29.09216, -82.16932]"
"[30.41954, -87.20646]"
"[36.164701, -115.158402]"
"[44.0, -72.7]"
"[38.89215, -76.84729]"
"[45.499877, -122.640323]"
"[45.530317, -122.665556]"
"[41.408969, -75.6624122]"
"[45.483276, -122.587094]"
"[45.520426, -122.694057]"
"[37.95325274, -121.29264031]"
"[32.91659013, -83.69935237]"
"[40.71603889, -73.74186389]"
"[33.8619, -77.9901]"
"[40.83611, -73.82452]"
"[40.77274259, -73.972216]"
"[45.9749, -66.7018]"
"[34.0522, -118.243]"
"[41.25866, -111.77336]"
"[45.52176, -73.59052]"
"[25.51146526, -80.40673999]"
"[44.52078, -89.57757]"
"[40.7085213, -74.0148325]"
"[42.3479381, -71.0398494]"
"[42.6399, -73.86047]"
"[33.7497675, -78.80585432]"
"[40.7849, -96.7114]"
"[33.676208, -111.965708]"
"[42.96773096, -82.42503293]"
"[34.15206121, -118.36236587]"
"[34.16021763, -118.50672802]"
"[47.6858, -122.192]"
"[25.9862482, -80.1179943]"
"[44.955236, -93.29656]"
"[33.82041168, -117.83804427]"
"[40.74580278, -74.00701667]"
"[34.083836, -118.177696]"
"[42.6839, -89.0473]"
"[32.0289398, -81.1101603]"
"[42.71873445, -78.0030047]"
"[41.57217889, -93.72934601]"
"[40.4313474, -80.0505398]"
"[38.884998, -76.997932]"
"[43.7166, -79.3407]"
"[34.0522, -118.243]"
"[34.0561, -118.43]"
"[46.54019266, -72.75348186]"
"[31.7715092, -106.4810562]"
"[38.04, -121.249]"
"[41.27883, -72.95504]"
"[39.9318, -105.066]"
"[45.4638179, -73.83153677]"
"[34.2694474, -118.781482]"
"[41.7606321, -88.1437782]"
"[34.2694474, -118.781482]"
"[25.51948, -103.3874699]"
"[37.7798, -81.1832]"
"[41.542589, -72.989698]"
"[41.551348, -73.035869]"
"[25.95762, -80.23856]"
"[41.551348, -73.035869]"
"[41.542589, -72.989698]"
"[40.68986, -73.95146]"
"[40.576803, -73.980774]"
"[40.576803, -73.980774]"
"[39.36297, -74.427566]"
"[40.734451, -73.989983]"
"[40.734451, -73.989983]"
