geo
"[38.8951, -77.0367]"
"[25.77813, -80.13143]"
"[47.04992003, -123.00317199]"
"[34.14594347, -118.1492579]"
"[42.58, -71.79]"
"[34.17069388, -84.0291873]"
"[25.95735013, -80.23753166]"
"[33.665, -117.912]"
"[43.65372986, -70.28024912]"
"[42.30503395, -83.22926905]"
"[38.9586307, -77.3570028]"
"[34.04527, -118.25281]"
"[40.7142, -74.0064]"
"[43.314161, -87.921887]"
"[33.80696594, -117.91930676]"
"[37.44240181, -122.15952247]"
"[36.8345, -76.0872]"
"[41.11711712, -112.07344633]"
"[33.9882, -117.87072]"
"[29.7777749, -95.8386323]"
"[38.7948, -77.6207]"
"[34.03882084, -118.23263196]"
"[37.02326066, -76.43293575]"
"[25.74249, -100.28212]"
"[40.4313474, -80.0505398]"
"[37.36712834, -121.92676198]"
"[33.99605844, -118.14210605]"
"[35.908878, -78.981445]"
"[41.6466, -88.4468]"
"[33.21984644, -96.91797478]"
"[25.790583, -80.133824]"
"[34.2331259, -117.1714656]"
"[45.4, -75.85]"
"[34.5091754, -83.5915106]"
"[29.4422102, -95.4333474]"
"[42.874901, -82.1589721]"
"[44.9137, -67.0039]"
"[40.712654, -73.900609]"
"[40.748992, -73.937502]"
"[40.748992, -73.937502]"
"[40.712654, -73.900609]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.767281, -73.832073]"
"[40.767281, -73.832073]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[31.04850696, -81.41096141]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.712687, -73.899621]"
"[40.767281, -73.832073]"
"[40.767281, -73.832073]"
"[40.767281, -73.832073]"
"[30.505198, -97.8202888]"
"[40.767281, -73.832073]"
"[40.748992, -73.937502]"
"[29.844369, -95.360753]"
"[34.1588495, -118.29893091]"
"[42.98187606, -84.11826358]"
"[30.18199, -85.6522899]"
"[38.8957, -77.028592]"
"[33.99422624, -118.14136905]"
"[40.8529434, -73.9669189]"
"[41.243199, -75.842693]"
"[39.91912, -75.30029]"
"[40.750742, -73.99653]"
"[34.0522, -118.243]"
"[26.124354, -80.249503]"
"[26.5521091, -80.0912902]"
"[45.58213118, -122.57525601]"
"[34.075302, -84.294891]"
"[34.5205, -117.345]"
"[35.4823, -97.535]"
"[33.5696, -117.202]"
"[34.0522, -118.243]"
"[40.7142, -74.0064]"
"[37.7396513, -121.4252227]"
"[41.7211086, -83.5103985]"
"[47.6064, -122.331]"
"[25.65910211, -100.43980844]"
"[36.89, -76.38]"
"[47.48188117, -122.26826098]"
"[25.98, -80.22]"
"[38.7978, -90.3256]"
"[45.5835386, -122.68447913]"
"[34.0522, -118.243]"
"[30.395, -97.7265]"
"[39.49953724, -85.73713303]"
"[28.51331164, -81.37154818]"
"[28.4040512, -81.5772611]"
"[40.7142, -74.0064]"
"[34.1489719, -118.451357]"
"[44.973351, -93.288879]"
"[40.7407, -84.115]"
"[35.1258, -117.985]"
"[37.80641, -122.271]"
"[33.33333333, -117.41666667]"
"[42.48463703, -71.15358113]"
"[40.63790214, -111.47849003]"
"[34.736, -92.3311]"
"[35.22694444, -80.84333333]"
"[40.0, -74.5]"
"[38.9000067, -77.0241049]"
"[32.7833, -96.8]"
"[33.71777778, -118.0725]"
"[34.4736, -82.4436]"
"[41.687561, -73.1797379]"
"[40.957, -72.1989]"
"[40.67267875, -73.96957269]"
"[40.7142, -74.0064]"
"[35.88013464, -78.61088747]"
"[44.9375413, -93.3854411]"
"[30.25439, -92.017708]"
"[37.3813444, -122.1802812]"
"[25.93027778, -80.16972222]"
"[25.7282, -80.271]"
"[43.558546, -80.2520573]"
"[32.0289398, -81.1101603]"
"[40.73685323, -73.9530326]"
"[40.99608118, -75.20706444]"
"[30.690002, -88.035352]"
"[42.3314, -83.0458]"
"[37.48356267, -122.1477857]"
"[42.9833, -81.25]"
"[33.4887277, -112.3450104]"
"[39.7392358, -104.990251]"
"[28.36790503, -81.55048199]"
"[29.9728, -90.059]"
"[38.73027834, -77.0633614]"
"[33.52, -86.81]"
"[37.643959, -77.3577194]"
"[42.3314, -83.0458]"
"[43.7139, -79.3516]"
"[34.11905656, -118.2998656]"
"[40.4414, -79.9773]"
"[37.30290398, -121.8647696]"
"[39.70444444, -86.00972222]"
"[36.06833199, -115.17813891]"
"[43.55069, -96.72876]"
"[33.835616, -118.186364]"
"[43.5692371, -83.8685072]"
"[37.22078773, -93.84396291]"
"[34.3045, -83.8339]"
"[32.82283, -117.0353]"
"[42.3578, -71.0617]"
"[35.9886, -78.9072]"
"[33.77178102, -84.28526402]"
"[45.6337, -122.603]"
"[38.6002491, -90.4136344]"
"[34.0522, -118.243]"
"[36.07538, -95.88637]"
"[33.13755119, -103.359375]"
"[35.85577269, -79.0230006]"
"[34.09799334, -118.33866453]"
"[40.03225611, -75.08827564]"
"[38.915058, -94.76162]"
"[38.940161, -77.06073942]"
"[39.65833333, -105.60333333]"
"[41.57634239, -71.76671823]"
"[41.57634239, -71.76671823]"
"[38.8991, -77.029]"
"[40.72994, -74.17468]"
"[30.2672, -97.7639]"
"[25.79962, -80.19785]"
"[25.7726578, -80.1998659]"
"[45.7902576, -108.6165264]"
"[40.750833, -73.990833]"
"[34.0508369, -118.263032]"
"[47.04991996, -123.00317206]"
"[39.998, -75.1448]"
"[30.2672, -97.7639]"
"[37.8115, -121.974]"
"[34.1650428, -118.428178]"
"[30.439053, -97.83503]"
"[47.609261, -122.13954926]"
"[33.79, -84.47]"
"[37.5799, -122.346]"
"[39.0539395, -94.5904432]"
"[35.53614, -97.5665999]"
"[36.59296, -86.7504]"
"[33.0383, -97.0062]"
"[33.50964, -86.79517]"
"[41.9186212, -87.6360064]"
"[41.55025757, -71.06881983]"
"[30.1216678, -95.4323044]"
"[35.171723, -103.7249662]"
"[33.6585671, -117.96981812]"
"[37.773611, -122.421389]"
"[25.7877, -80.2241]"
"[33.5123333, -116.7958333]"
"[45.51911, -122.518459]"
"[33.5123333, -116.7958333]"
"[32.92120845, -96.78462255]"
"[29.93398, -90.12145]"
"[28.115, -80.6319]"
"[39.26342696, -76.60682917]"
"[32.92120845, -96.78462255]"
"[40.6548713, -74.0064354]"
"[40.76439872, -73.95711144]"
"[43.6894086, -79.3488129]"
"[36.5982, -110.658]"
"[43.6700855, -79.5476843]"
"[37.30208531, -121.86496742]"
"[28.115, -80.6319]"
"[47.5, -120.5]"
"[47.5, -120.5]"
"[29.7629, -95.3832]"
"[35.5, -98.0]"
"[40.65, -73.95]"
"[32.78262, -96.79538]"
"[45.01194444, -99.95527778]"
"[37.32966975, -121.88942131]"
"[38.9071923, -77.0368707]"
"[33.2116, -117.326]"
"[34.1781535, -118.506308]"
"[33.7489, -84.3881]"
"[40.7142, -74.0064]"
"[40.98888889, -81.57861111]"
"[37.75046844, -122.20268114]"
"[34.06605, -118.22363]"
"[47.61530555, -122.34829903]"
"[32.35017973, -86.15116291]"
"[33.2405, -111.643]"
"[45.5835386, -122.68447913]"
"[41.495, -90.5494]"
"[29.6762, -95.1738]"
"[43.65779731, -79.40083265]"
"[33.0217, -117.28]"
"[43.8561002, -79.3370188]"
"[33.98709, -118.44115]"
"[37.4192, -122.0574]"
"[27.97906222, -82.53469869]"
"[34.09733, -118.36832]"
"[40.7333, -73.99095]"
"[34.06605, -118.22363]"
"[38.81273015, -77.04403803]"
"[43.44111111, -79.66611111]"
"[40.84166667, -73.9375]"
"[36.68573858, -79.86498105]"
"[47.5, -120.5]"
"[29.10649526, -110.99395027]"
"[39.7596, -86.1479]"
"[34.10273818, -117.78995019]"
"[40.4313474, -80.0505398]"
"[37.62266079, -122.39647508]"
"[40.68647, -73.98503]"
"[42.07968329, -72.55451024]"
"[42.9542, -85.4889]"
"[38.88483634, -77.01733589]"
"[28.37119033, -81.54952087]"
"[47.4866, -122.195]"
"[41.57779642, -87.18246818]"
"[33.91446045, -117.46178447]"
"[40.750127, -73.989876]"
"[40.750127, -73.989876]"
"[40.683358, -73.976593]"
"[40.683358, -73.976593]"
"[39.4123, -76.4158]"
"[41.354714, -72.0958889]"
"[32.74784, -117.0181]"
"[42.7622, -78.7414]"
"[38.9519, -77.0196]"
"[34.2083, -84.1375]"
"[32.8140177, -96.9488945]"
"[38.4697378, -101.7526723]"
"[27.42611255, -99.5032183]"
"[27.7429, -97.4019]"
"[43.03472222, -83.51805556]"
"[40.42636, -74.14319]"
"[44.95672176, -93.26201524]"
"[42.35537405, -71.06291848]"
"[38.8991, -77.029]"
"[43.65943, -70.25123]"
"[41.88413, -87.62881]"
"[34.0522, -118.243]"
"[33.7369549, -84.393656]"
"[33.7593, -118.082]"
"[29.5079, -98.56119]"
"[38.81308855, -77.0434767]"
"[37.76895784, -122.41935787]"
"[39.1041725, -94.5998517]"
"[36.89, -76.38]"
"[33.99582223, -118.12020193]"
"[39.99598448, -82.99643197]"
"[34.0528, -117.628]"
"[42.4618171, -82.97684022]"
"[42.34305556, -91.2475]"
"[38.9519, -77.0196]"
"[40.7352, -74.1849]"
"[43.92055556, -78.68888889]"
"[25.75694328, -80.3740751]"
"[39.29777778, -86.69888889]"
"[33.4483771, -112.0740373]"
"[40.01194444, -89.85833333]"
"[44.9392, -123.06]"
"[40.56833333, -84.19722222]"
"[33.71159, -117.8555]"
"[33.03916667, -83.07083333]"
"[32.68083333, -96.86833333]"
"[28.87527778, -81.2525]"
"[39.695, -75.68444444]"
"[36.89, -76.38]"
"[37.780755, -122.420362]"
"[34.755, -87.12305556]"
"[39.7571953, -76.5805636]"
"[38.67972222, -90.46305556]"
"[38.40805556, -85.37027778]"
"[32.842726, -96.69937]"
"[25.795865, -80.2870457]"
"[39.75826, -104.90222]"
"[31.62277778, -89.23388889]"
"[45.558185, -122.564995]"
"[33.6680895, -117.7872146]"
"[41.8463402, -87.7164078]"
"[29.875016, -92.218675]"
"[38.661, -121.359795]"
"[38.495531, -121.516718]"
"[40.449, -80.24]"
"[41.972177, -77.016295]"
"[27.86977674, -82.80524377]"
"[45.485392, -73.6274133]"
"[32.517, -117.033]"
"[41.64972222, -93.71444444]"
"[39.75826, -104.90222]"
"[45.5435, -122.578]"
"[43.89666667, -78.87388889]"
"[44.50944444, -72.995]"
"[39.24222222, -121.05444444]"
"[36.15861111, -121.67166667]"
"[39.82833333, -84.89611111]"
"[42.014693, -71.229729]"
"[25.540505, -103.460398]"
"[42.36916667, -71.50138889]"
"[37.47361111, -84.51194444]"
"[34.53555556, -92.765]"
"[38.74021209, -77.06092473]"
"[45.44453, -122.5789]"
"[40.709861, -74.006416]"
"[39.71918, -75.15417]"
"[42.00104969, -72.60232047]"
"[39.8265, -85.97199]"
"[42.54, -88.35805556]"
"[38.47666667, -90.35555556]"
"[33.57583333, -81.79]"
"[37.751586, -122.447722]"
"[44.41166667, -70.24083333]"
"[42.0665149, -87.9550703]"
"[38.91803, -77.02363]"
"[40.85, -73.8667]"
"[33.7889, -118.08]"
"[29.4425514, -98.48035579]"
"[33.0559385, -96.1686181]"
"[44.96, -89.63]"
"[39.745519, -104.99360147]"
"[34.0295911, -117.6168823]"
"[43.21327, -79.23441]"
"[32.8738608, -96.9439185]"
"[37.24166667, -81.2775]"
"[34.1511, -118.448]"
"[44.3031, -91.7056]"
"[40.75166, -73.97698]"
"[41.74107592, -91.63587612]"
"[36.89, -76.38]"
"[38.9519, -77.0196]"
"[40.749717, -73.991653]"
"[40.749717, -73.991653]"
"[36.15879645, -115.19959364]"
"[38.9037503, -121.0736277]"
"[39.3989573, -87.6383503]"
"[43.67307, -79.38837]"
"[25.7639, -80.19062]"
"[42.6052414, -72.5568585]"
"[25.670172, -100.2437]"
"[44.787, -68.7547]"
"[33.94332434, -118.40560198]"
"[40.75906233, -73.97944109]"
"[42.0301, -88.0874]"
"[25.95735013, -80.23753166]"
"[25.73328165, -80.34574646]"
"[47.68246611, -122.33981855]"
"[43.7166, -79.3407]"
"[35.65820929, -78.83679243]"
"[42.07833233, -72.52254183]"
"[34.68638889, -99.91694444]"
"[27.96302, -82.41549]"
"[34.66986592, -92.34592438]"
"[43.00138889, -78.5775]"
"[34.0415309, -118.2551963]"
"[39.13333333, -84.5]"
"[43.70557028, -71.44596507]"
"[25.95735013, -80.23753166]"
"[47.60137764, -122.28499338]"
"[38.71646, -75.08082]"
"[41.4217, -87.3561]"
"[45.5234418, -122.68151705]"
"[38.5317, -121.284]"
"[38.3498195, -81.6326234]"
"[32.42416667, -96.95222222]"
"[38.9519, -77.0196]"
"[40.64774791, -74.00762107]"
"[32.69292, -117.1217]"
"[43.2553, -79.8731]"
"[45.44128, -122.5789]"
"[35.5408712, -82.55235256]"
"[33.50964, -86.79517]"
"[39.2903, -76.6125]"
"[27.71014806, -97.36278277]"
"[32.78317, -96.80317]"
"[30.4517, -84.2685]"
"[41.6657, -83.5753]"
"[40.7142, -74.0064]"
"[36.04335698, -86.71617786]"
"[40.7142, -74.0064]"
"[40.80062106, -124.16481972]"
"[38.98288, -77.5375]"
"[47.2371658, -93.5302142]"
"[33.98919058, -117.49674573]"
"[28.46121, -82.52681]"
"[33.81793157, -84.35025937]"
"[37.8046766, -122.2629721]"
"[38.8951, -77.0367]"
"[35.94398052, -84.03605784]"
"[43.76877376, -79.38534509]"
"[36.0767, -79.8983]"
"[40.72236, -73.99186]"
"[44.9441, -93.0852]"
"[39.97026598, -75.13552601]"
"[40.3968, -105.047]"
"[30.5344772, -90.993248]"
"[34.0771951, -117.2039795]"
"[32.72675536, -97.82312876]"
"[40.7207559, -74.0007613]"
"[32.2059822, -82.3902137]"
"[40.7207559, -74.0007613]"
"[41.9134245, -87.6567045]"
"[38.9026909, -77.0494537]"
"[25.86622577, -80.31123698]"
"[41.41913139, -72.89428346]"
"[36.946382, -121.7446834]"
"[37.09024, -95.712891]"
"[29.7629, -95.3832]"
"[39.73717894, -84.08374429]"
"[40.58902048, -73.66647936]"
"[44.9495705, -93.2937892]"
"[35.625556, -78.328611]"
"[40.7142, -74.0064]"
"[25.540505, -103.460398]"
"[25.95735013, -80.23753166]"
"[43.86992, -79.51433]"
"[31.86265, -112.85039]"
"[25.540505, -103.460398]"
"[40.76114, -73.98362]"
"[40.75839, -73.98644]"
"[40.6938259, -111.8846024]"
"[40.05684667, -82.40939626]"
"[40.6458321, -73.9521103]"
"[25.7673302, -80.1355057]"
"[40.72351, -74.04589]"
"[37.5943, -122.507]"
"[39.5500507, -105.7820674]"
"[47.4234599, -120.3103494]"
"[37.189396, -121.705327]"
"[25.77813, -80.13143]"
"[32.75968, -117.1883]"
"[34.595, -87.4728]"
"[33.811338, -118.343852]"
"[47.66, -117.41]"
"[39.09, -77.64]"
"[40.75, -111.883]"
"[29.56672, -95.04567]"
"[41.88541, -87.62724]"
"[45.4167, -75.7]"
"[47.84377207, -122.01023242]"
"[40.70437, -73.92995]"
"[24.814016, -107.376736]"
"[43.64890134, -79.3918848]"
"[42.33206279, -83.04763913]"
"[25.6676014, -100.2718717]"
"[34.187044, -118.3812562]"
"[39.2028, -85.9242]"
"[38.90032365, -76.9890569]"
"[41.2434, -81.439]"
"[40.7599, -74.19139]"
"[33.6814423, -117.8588791]"
"[44.06680735, -70.81341908]"
"[34.138008, -118.353243]"
"[36.29439416, -94.14625825]"
"[43.7166, -79.3407]"
"[33.7489, -84.3881]"
"[38.08767329, -81.07908253]"
"[47.5, -120.5]"
"[43.7166, -79.3407]"
"[43.1189, -79.2733]"
"[36.67, -121.65]"
"[40.708459, -74.165439]"
"[40.91855, -74.063633]"
"[40.256249, -74.838423]"
"[40.91855, -74.063633]"
"[45.0530577, -93.2507196]"
"[34.07305556, -118.39944444]"
"[40.256249, -74.838423]"
"[33.65816151, -84.49666811]"
"[36.104667, -115.14460019]"
"[39.9833, -82.9833]"
"[34.3045, -83.8339]"
"[25.7035904, -100.3690186]"
"[41.95402, -87.66655]"
"[39.31342483, -76.62881977]"
"[36.60722222, -119.46027778]"
"[40.7425, -74.02861111]"
"[32.8140177, -96.9488945]"
"[39.8693716, -104.97804767]"
"[41.88261083, -87.62350382]"
"[36.48863024, -119.72972051]"
"[33.19526, -117.35517]"
"[34.041884, -118.256685]"
"[47.2424, -122.439]"
"[43.7166, -79.3407]"
"[32.83371, -117.119]"
"[40.7824783, -73.1886063]"
"[40.172259, -119.946964]"
"[47.2424, -122.439]"
"[30.32878597, -97.73156412]"
"[30.32878597, -97.73156412]"
"[33.81224332, -117.9188776]"
"[35.0526641, -78.8783585]"
"[37.2709704, -79.9414266]"
"[40.80062106, -124.16481972]"
"[42.3167, -71.1203]"
"[32.78317, -96.80317]"
"[40.13353461, -95.23412895]"
"[25.790583, -80.133824]"
"[39.7459873, -104.9983023]"
"[40.1547, -76.3033]"
"[38.30319812, -77.50968801]"
"[40.10587634, -82.97250265]"
"[29.73274373, -95.46398708]"
"[27.66435413, -97.33864419]"
"[34.0522, -118.243]"
"[36.8529263, -75.977985]"
"[45.0105194, -93.4555093]"
"[32.9, -105.96]"
"[41.132, -104.818]"
"[40.4313474, -80.0505398]"
"[43.6450491, -79.3682778]"
"[36.94478938, -84.09718776]"
"[34.0748482, -118.1708374]"
"[43.7474887, -79.5486223]"
"[34.51455895, -82.6390403]"
"[41.9160701, -87.6774451]"
"[33.50964, -86.79517]"
"[34.2489815, -118.6054535]"
"[34.2489815, -118.6054535]"
"[34.03077819, -118.49693408]"
"[25.7877, -80.2241]"
"[40.0, -100.0]"
"[38.5, -92.5]"
"[35.4653, -97.518]"
"[36.27411, -115.12849]"
"[35.5169, -78.5794]"
"[33.99672, -117.05639]"
"[34.19035903, -118.60316414]"
"[39.9965629, -75.1661205]"
"[28.41630219, -81.58050366]"
"[41.65726, -70.34541]"
"[29.59580128, -98.57400448]"
"[34.77999, -82.3011]"
"[40.69962, -112.00894]"
"[43.0, -85.59]"
"[37.5, -79.0]"
"[40.71234533, -74.01297836]"
"[42.8747527, -82.1590689]"
"[38.6, -121.45]"
"[42.9542, -85.4889]"
"[47.432251, -121.803388]"
"[42.4618171, -82.97684022]"
"[47.74482826, -121.09025717]"
"[36.4843916, -82.6045054]"
"[40.256249, -74.838423]"
"[40.750127, -73.989876]"
"[43.051399, -76.131401]"
"[41.160385, -73.769824]"
"[40.750127, -73.989876]"
"[40.683358, -73.976593]"
"[40.683358, -73.976593]"
"[40.256249, -74.838423]"
"[41.519567, -73.995752]"
"[43.051399, -76.131401]"
"[34.05412, -118.2434]"
"[41.160385, -73.769824]"
"[38.8951, -77.0367]"
"[27.80746977, -82.65861779]"
"[43.71050564, -71.46094519]"
"[47.91916667, -122.09111111]"
"[40.7142, -74.0064]"
"[34.4044113, -118.5706019]"
"[42.014452, -71.230447]"
"[25.79962, -80.19785]"
"[34.0522, -118.243]"
"[39.11043, -77.56234]"
"[28.57211639, -81.54173378]"
"[36.08233, -94.15562]"
"[43.04103951, -76.11942266]"
"[39.70030888, -75.55706892]"
"[38.7383673, -77.4858741]"
"[33.78754736, -84.38289642]"
"[45.52, -122.682]"
"[35.96909, -84.1301]"
"[31.3238259, -110.9456977]"
"[37.77609336, -122.2575258]"
"[41.8369, -87.6844]"
"[33.68598672, -117.85879297]"
"[34.0401304, -118.2342685]"
"[33.58694444, -117.90083333]"
"[33.91296764, -118.15873794]"
"[33.72284931, -117.78767267]"
"[40.74817306, -73.985689]"
"[25.80114, -80.19932]"
"[40.73993, -74.00584]"
"[41.87866079, -87.63599651]"
"[42.1250929, -72.749538]"
"[40.08829224, -75.3909312]"
"[32.5789443, -97.1471074]"
"[39.3454673, -84.5603187]"
"[32.5789443, -97.1471074]"
"[29.2108147, -81.0228331]"
"[36.2081098, -86.2911024]"
"[29.7482734, -95.3660781]"
"[42.020581, -71.008741]"
"[42.37, -71.19]"
"[33.84632, -84.36266]"
"[45.5, -73.5833]"
"[33.676, -84.4513]"
"[44.02538465, -121.30527583]"
"[47.9417388, -122.2334664]"
"[33.53820715, -82.05086955]"
"[36.8507689, -76.2858726]"
"[34.139358, -118.60065]"
"[43.0191, -88.1061]"
"[43.7166, -79.3407]"
"[44.4662, -89.5437]"
"[34.13983412, -118.3589642]"
"[38.9276311, -77.2271398]"
"[39.752732, -75.557944]"
"[30.50914895, -97.7688358]"
"[34.0522, -118.243]"
"[41.581, -81.49119]"
"[32.03656124, -110.78930218]"
"[38.7383673, -77.4858741]"
"[33.774, -118.119]"
"[39.28175754, -76.68638349]"
"[41.42816083, -74.05912141]"
"[33.1353, -117.19]"
"[40.7406375, -74.0020388]"
"[38.92967, -77.06955]"
"[37.7879295, -122.4075012]"
"[44.8152, -73.0818]"
"[32.96566591, -117.03488458]"
"[40.7127837, -74.0059413]"
"[39.83097, -75.39192]"
"[40.7142, -74.0064]"
"[42.5450564, -83.3595884]"
"[36.97869415, -84.11328118]"
"[45.509422, -122.682908]"
"[37.6474991, -119.0149994]"
"[38.7889, -90.6725]"
"[37.6474991, -119.0149994]"
"[45.601836, -122.665098]"
"[42.11096885, -71.46081548]"
"[33.74342, -116.21591]"
"[40.1716, -105.109]"
"[40.84033, -81.25494]"
"[34.20046459, -118.55500897]"
"[37.5, -79.0]"
"[37.32511, -121.8132]"
"[47.3143541, -116.5626675]"
"[33.33855377, -111.81880321]"
"[29.1871986, -82.1400923]"
"[33.55304824, -112.2623386]"
"[32.90800885, -117.17212819]"
"[35.843, -78.6782]"
"[35.9886, -78.9072]"
"[33.8585365, -112.1119889]"
"[41.3427, -73.0745]"
"[42.00470051, -87.66120084]"
"[41.08, -81.51]"
"[33.76060926, -84.39458363]"
"[30.8483, -83.28973]"
"[43.81706291, -91.23259963]"
"[38.8575, -82.1286]"
"[36.165, -86.78388889]"
"[39.26945, -76.63367]"
"[30.269507, -97.741913]"
"[35.09, -106.62]"
"[43.6187102, -116.2146068]"
"[39.92063, -75.3158]"
"[43.6187102, -116.2146068]"
"[32.2486764, -110.8510041]"
"[34.0522, -118.243]"
"[43.65224289, -79.38308277]"
"[36.09779604, -115.18180029]"
"[37.36712834, -121.92676198]"
"[37.86763, -122.25812]"
"[33.44581018, -112.07126665]"
"[34.2489815, -118.6054535]"
"[25.68846546, -80.39303026]"
"[40.6223568, -74.0280357]"
"[35.19217, -101.86708]"
"[47.89116873, -122.27708101]"
"[30.316223, -97.85877]"
"[40.84684685, -73.90988236]"
"[40.7142, -74.0064]"
"[43.65375, -116.25653]"
"[40.7279553, -73.50325]"
"[31.07601973, -97.70343304]"
"[25.77819779, -80.18708384]"
"[43.64487, -79.39668]"
"[31.841, -106.5781]"
"[43.85952, -78.89499]"
"[33.75263828, -84.39014845]"
"[34.0522, -118.243]"
"[42.35675254, -83.07015687]"
"[38.9276311, -77.2271398]"
"[34.78337, -82.47631]"
"[36.17345467, -79.70198738]"
"[28.3472249, -81.6175192]"
"[39.0763, -94.5554]"
"[30.13382, -97.6414099]"
"[36.165, -86.78388889]"
"[33.46131149, -117.69555124]"
"[33.8025, -117.92]"
"[33.8359527, -79.0455075]"
"[33.7002499, -117.98629]"
"[25.69964651, -80.44809456]"
"[40.7458382, -73.9932709]"
"[36.7698666, -108.1662605]"
"[29.7629, -95.3832]"
"[36.0789986, -79.9636078]"
"[36.24875242, -86.73929803]"
"[43.1755, -75.2887]"
"[36.8265028, -108.0125766]"
"[36.31288, -78.58408]"
"[29.7629, -95.3832]"
"[30.7076, -95.5506]"
"[47.6928, -116.78]"
"[41.0327, -72.208]"
"[39.998, -75.1448]"
"[25.77813, -80.13143]"
"[29.69762252, -95.77660138]"
"[41.86101, -87.62746]"
"[33.50964, -86.79517]"
"[34.10273818, -117.78995019]"
"[38.61886413, -121.31976694]"
"[34.754849, -92.26471425]"
"[43.10357093, -89.34456558]"
"[43.10994, -79.09835]"
"[43.87014, -91.21476]"
"[32.84946, -117.27174]"
"[45.0724642, -93.4557877]"
